"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Mar 25 14:30:43 IST 2026","Wed Mar 25 14:30:48 IST 2026","4576","tests","test_search","","","","test_search_product",""
